SUBJID_tissue	SMTSD	Subject_id
GTEX-1117F_Adipose_Tissue	Adipose_Tissue	GTEX-1117F
GTEX-1117F_Muscle	Muscle	GTEX-1117F
GTEX-1117F_Blood_Vessel	Blood_Vessel	GTEX-1117F
GTEX-1117F_Heart	Heart	GTEX-1117F
GTEX-1117F_Uterus	Uterus	GTEX-1117F
GTEX-1117F_Vagina	Vagina	GTEX-1117F
GTEX-1117F_Breast	Breast	GTEX-1117F
GTEX-1117F_Skin	Skin	GTEX-1117F
GTEX-1117F_Salivary_Gland	Salivary_Gland	GTEX-1117F
GTEX-1117F_Brain	Brain	GTEX-1117F
GTEX-111CU_Adrenal_Gland	Adrenal_Gland	GTEX-111CU
GTEX-111CU_Thyroid	Thyroid	GTEX-111CU
GTEX-111CU_Lung	Lung	GTEX-111CU
GTEX-111CU_Spleen	Spleen	GTEX-111CU
GTEX-111CU_Pancreas	Pancreas	GTEX-111CU
GTEX-111CU_Esophagus	Esophagus	GTEX-111CU
GTEX-111CU_Stomach	Stomach	GTEX-111CU
GTEX-111CU_Adipose_Tissue	Adipose_Tissue	GTEX-111CU
GTEX-111CU_Skin	Skin	GTEX-111CU
GTEX-111CU_Colon	Colon	GTEX-111CU
GTEX-111CU_Small_Intestine	Small_Intestine	GTEX-111CU
GTEX-111CU_Prostate	Prostate	GTEX-111CU
GTEX-111CU_Testis	Testis	GTEX-111CU
GTEX-111CU_Muscle	Muscle	GTEX-111CU
GTEX-111CU_Nerve	Nerve	GTEX-111CU
GTEX-111FC_Skin	Skin	GTEX-111FC
GTEX-111FC_Adipose_Tissue	Adipose_Tissue	GTEX-111FC
GTEX-111FC_Muscle	Muscle	GTEX-111FC
GTEX-111FC_Blood_Vessel	Blood_Vessel	GTEX-111FC
GTEX-111FC_Nerve	Nerve	GTEX-111FC
GTEX-111FC_Heart	Heart	GTEX-111FC
GTEX-111FC_Thyroid	Thyroid	GTEX-111FC
GTEX-111FC_Lung	Lung	GTEX-111FC
GTEX-111FC_Spleen	Spleen	GTEX-111FC
GTEX-111FC_Testis	Testis	GTEX-111FC
GTEX-111FC_Prostate	Prostate	GTEX-111FC
GTEX-111FC_Salivary_Gland	Salivary_Gland	GTEX-111FC
GTEX-111FC_Brain	Brain	GTEX-111FC
GTEX-111VG_Skin	Skin	GTEX-111VG
GTEX-111VG_Heart	Heart	GTEX-111VG
GTEX-111VG_Thyroid	Thyroid	GTEX-111VG
GTEX-111VG_Lung	Lung	GTEX-111VG
GTEX-111VG_Testis	Testis	GTEX-111VG
GTEX-111VG_Colon	Colon	GTEX-111VG
GTEX-111VG_Adipose_Tissue	Adipose_Tissue	GTEX-111VG
GTEX-111VG_Nerve	Nerve	GTEX-111VG
GTEX-111VG_Muscle	Muscle	GTEX-111VG
GTEX-111YS_Blood	Blood	GTEX-111YS
GTEX-111YS_Skin	Skin	GTEX-111YS
GTEX-111YS_Adrenal_Gland	Adrenal_Gland	GTEX-111YS
GTEX-111YS_Heart	Heart	GTEX-111YS
GTEX-111YS_Blood_Vessel	Blood_Vessel	GTEX-111YS
GTEX-111YS_Lung	Lung	GTEX-111YS
GTEX-111YS_Thyroid	Thyroid	GTEX-111YS
GTEX-111YS_Esophagus	Esophagus	GTEX-111YS
GTEX-111YS_Stomach	Stomach	GTEX-111YS
GTEX-111YS_Pancreas	Pancreas	GTEX-111YS
GTEX-111YS_Adipose_Tissue	Adipose_Tissue	GTEX-111YS
GTEX-111YS_Small_Intestine	Small_Intestine	GTEX-111YS
GTEX-111YS_Colon	Colon	GTEX-111YS
GTEX-111YS_Prostate	Prostate	GTEX-111YS
GTEX-111YS_Breast	Breast	GTEX-111YS
GTEX-111YS_Testis	Testis	GTEX-111YS
GTEX-111YS_Nerve	Nerve	GTEX-111YS
GTEX-111YS_Muscle	Muscle	GTEX-111YS
GTEX-1122O_Blood	Blood	GTEX-1122O
GTEX-1122O_Skin	Skin	GTEX-1122O
GTEX-1122O_Lung	Lung	GTEX-1122O
GTEX-1122O_Thyroid	Thyroid	GTEX-1122O
GTEX-1122O_Adrenal_Gland	Adrenal_Gland	GTEX-1122O
GTEX-1122O_Blood_Vessel	Blood_Vessel	GTEX-1122O
GTEX-1122O_Spleen	Spleen	GTEX-1122O
GTEX-1122O_Heart	Heart	GTEX-1122O
GTEX-1122O_Pancreas	Pancreas	GTEX-1122O
GTEX-1122O_Adipose_Tissue	Adipose_Tissue	GTEX-1122O
GTEX-1122O_Breast	Breast	GTEX-1122O
GTEX-1122O_Small_Intestine	Small_Intestine	GTEX-1122O
GTEX-1122O_Colon	Colon	GTEX-1122O
GTEX-1122O_Esophagus	Esophagus	GTEX-1122O
GTEX-1122O_Stomach	Stomach	GTEX-1122O
GTEX-1122O_Muscle	Muscle	GTEX-1122O
GTEX-1128S_Blood	Blood	GTEX-1128S
GTEX-1128S_Skin	Skin	GTEX-1128S
GTEX-1128S_Thyroid	Thyroid	GTEX-1128S
GTEX-1128S_Blood_Vessel	Blood_Vessel	GTEX-1128S
GTEX-1128S_Lung	Lung	GTEX-1128S
GTEX-1128S_Pancreas	Pancreas	GTEX-1128S
GTEX-1128S_Adipose_Tissue	Adipose_Tissue	GTEX-1128S
GTEX-1128S_Colon	Colon	GTEX-1128S
GTEX-1128S_Muscle	Muscle	GTEX-1128S
GTEX-1128S_Pituitary	Pituitary	GTEX-1128S
GTEX-1128S_Brain	Brain	GTEX-1128S
GTEX-113IC_Blood	Blood	GTEX-113IC
GTEX-113IC_Skin	Skin	GTEX-113IC
GTEX-113IC_Adipose_Tissue	Adipose_Tissue	GTEX-113IC
GTEX-113IC_Blood_Vessel	Blood_Vessel	GTEX-113IC
GTEX-113IC_Nerve	Nerve	GTEX-113IC
GTEX-113JC_Blood	Blood	GTEX-113JC
GTEX-113JC_Skin	Skin	GTEX-113JC
GTEX-113JC_Thyroid	Thyroid	GTEX-113JC
GTEX-113JC_Adipose_Tissue	Adipose_Tissue	GTEX-113JC
GTEX-113JC_Esophagus	Esophagus	GTEX-113JC
GTEX-113JC_Vagina	Vagina	GTEX-113JC
GTEX-113JC_Uterus	Uterus	GTEX-113JC
GTEX-113JC_Muscle	Muscle	GTEX-113JC
GTEX-113JC_Pituitary	Pituitary	GTEX-113JC
GTEX-117XS_Blood	Blood	GTEX-117XS
GTEX-117XS_Skin	Skin	GTEX-117XS
GTEX-117XS_Blood_Vessel	Blood_Vessel	GTEX-117XS
GTEX-117XS_Thyroid	Thyroid	GTEX-117XS
GTEX-117XS_Heart	Heart	GTEX-117XS
GTEX-117XS_Breast	Breast	GTEX-117XS
GTEX-117XS_Testis	Testis	GTEX-117XS
GTEX-117XS_Colon	Colon	GTEX-117XS
GTEX-117XS_Muscle	Muscle	GTEX-117XS
GTEX-117XS_Pituitary	Pituitary	GTEX-117XS
GTEX-117XS_Brain	Brain	GTEX-117XS
GTEX-117YW_Blood	Blood	GTEX-117YW
GTEX-117YW_Skin	Skin	GTEX-117YW
GTEX-117YW_Thyroid	Thyroid	GTEX-117YW
GTEX-117YW_Blood_Vessel	Blood_Vessel	GTEX-117YW
GTEX-117YW_Heart	Heart	GTEX-117YW
GTEX-117YW_Lung	Lung	GTEX-117YW
GTEX-117YW_Adipose_Tissue	Adipose_Tissue	GTEX-117YW
GTEX-117YW_Prostate	Prostate	GTEX-117YW
GTEX-117YW_Testis	Testis	GTEX-117YW
GTEX-117YW_Colon	Colon	GTEX-117YW
GTEX-117YW_Esophagus	Esophagus	GTEX-117YW
GTEX-117YW_Stomach	Stomach	GTEX-117YW
GTEX-117YW_Muscle	Muscle	GTEX-117YW
GTEX-117YW_Pituitary	Pituitary	GTEX-117YW
GTEX-117YX_Adrenal_Gland	Adrenal_Gland	GTEX-117YX
GTEX-117YX_Pancreas	Pancreas	GTEX-117YX
GTEX-117YX_Small_Intestine	Small_Intestine	GTEX-117YX
GTEX-117YX_Colon	Colon	GTEX-117YX
GTEX-117YX_Heart	Heart	GTEX-117YX
GTEX-117YX_Adipose_Tissue	Adipose_Tissue	GTEX-117YX
GTEX-117YX_Stomach	Stomach	GTEX-117YX
GTEX-117YX_Thyroid	Thyroid	GTEX-117YX
GTEX-117YX_Lung	Lung	GTEX-117YX
GTEX-117YX_Breast	Breast	GTEX-117YX
GTEX-117YX_Prostate	Prostate	GTEX-117YX
GTEX-117YX_Blood_Vessel	Blood_Vessel	GTEX-117YX
GTEX-117YX_Esophagus	Esophagus	GTEX-117YX
GTEX-117YX_Skin	Skin	GTEX-117YX
GTEX-117YX_Testis	Testis	GTEX-117YX
GTEX-117YX_Spleen	Spleen	GTEX-117YX
GTEX-117YX_Nerve	Nerve	GTEX-117YX
GTEX-117YX_Muscle	Muscle	GTEX-117YX
GTEX-1192W_Blood	Blood	GTEX-1192W
GTEX-1192W_Skin	Skin	GTEX-1192W
GTEX-1192W_Thyroid	Thyroid	GTEX-1192W
GTEX-1192W_Heart	Heart	GTEX-1192W
GTEX-1192W_Pituitary	Pituitary	GTEX-1192W
GTEX-1192X_Blood	Blood	GTEX-1192X
GTEX-1192X_Skin	Skin	GTEX-1192X
GTEX-1192X_Brain	Brain	GTEX-1192X
GTEX-1192X_Nerve	Nerve	GTEX-1192X
GTEX-1192X_Muscle	Muscle	GTEX-1192X
GTEX-1192X_Heart	Heart	GTEX-1192X
GTEX-1192X_Thyroid	Thyroid	GTEX-1192X
GTEX-1192X_Adipose_Tissue	Adipose_Tissue	GTEX-1192X
GTEX-1192X_Esophagus	Esophagus	GTEX-1192X
GTEX-1192X_Breast	Breast	GTEX-1192X
GTEX-1192X_Small_Intestine	Small_Intestine	GTEX-1192X
GTEX-1192X_Salivary_Gland	Salivary_Gland	GTEX-1192X
GTEX-1192X_Pituitary	Pituitary	GTEX-1192X
GTEX-11DXW_Blood	Blood	GTEX-11DXW
GTEX-11DXW_Skin	Skin	GTEX-11DXW
GTEX-11DXW_Brain	Brain	GTEX-11DXW
GTEX-11DXW_Adipose_Tissue	Adipose_Tissue	GTEX-11DXW
GTEX-11DXW_Nerve	Nerve	GTEX-11DXW
GTEX-11DXW_Blood_Vessel	Blood_Vessel	GTEX-11DXW
GTEX-11DXW_Breast	Breast	GTEX-11DXW
GTEX-11DXW_Muscle	Muscle	GTEX-11DXW
GTEX-11DXW_Pituitary	Pituitary	GTEX-11DXW
GTEX-11DXX_Blood	Blood	GTEX-11DXX
GTEX-11DXX_Skin	Skin	GTEX-11DXX
GTEX-11DXX_Adrenal_Gland	Adrenal_Gland	GTEX-11DXX
GTEX-11DXX_Thyroid	Thyroid	GTEX-11DXX
GTEX-11DXX_Heart	Heart	GTEX-11DXX
GTEX-11DXX_Blood_Vessel	Blood_Vessel	GTEX-11DXX
GTEX-11DXX_Lung	Lung	GTEX-11DXX
GTEX-11DXX_Spleen	Spleen	GTEX-11DXX
GTEX-11DXX_Pancreas	Pancreas	GTEX-11DXX
GTEX-11DXX_Esophagus	Esophagus	GTEX-11DXX
GTEX-11DXX_Stomach	Stomach	GTEX-11DXX
GTEX-11DXX_Ovary	Ovary	GTEX-11DXX
GTEX-11DXX_Uterus	Uterus	GTEX-11DXX
GTEX-11DXX_Small_Intestine	Small_Intestine	GTEX-11DXX
GTEX-11DXX_Vagina	Vagina	GTEX-11DXX
GTEX-11DXX_Colon	Colon	GTEX-11DXX
GTEX-11DXX_Adipose_Tissue	Adipose_Tissue	GTEX-11DXX
GTEX-11DXX_Nerve	Nerve	GTEX-11DXX
GTEX-11DXX_Muscle	Muscle	GTEX-11DXX
GTEX-11DXY_Blood	Blood	GTEX-11DXY
GTEX-11DXY_Skin	Skin	GTEX-11DXY
GTEX-11DXY_Brain	Brain	GTEX-11DXY
GTEX-11DXY_Testis	Testis	GTEX-11DXY
GTEX-11DXY_Adipose_Tissue	Adipose_Tissue	GTEX-11DXY
GTEX-11DXY_Thyroid	Thyroid	GTEX-11DXY
GTEX-11DXY_Liver	Liver	GTEX-11DXY
GTEX-11DXY_Heart	Heart	GTEX-11DXY
GTEX-11DXY_Blood_Vessel	Blood_Vessel	GTEX-11DXY
GTEX-11DXY_Esophagus	Esophagus	GTEX-11DXY
GTEX-11DXY_Adrenal_Gland	Adrenal_Gland	GTEX-11DXY
GTEX-11DXY_Colon	Colon	GTEX-11DXY
GTEX-11DXY_Breast	Breast	GTEX-11DXY
GTEX-11DXY_Muscle	Muscle	GTEX-11DXY
GTEX-11DXY_Pituitary	Pituitary	GTEX-11DXY
GTEX-11DXZ_Blood	Blood	GTEX-11DXZ
GTEX-11DXZ_Liver	Liver	GTEX-11DXZ
GTEX-11DXZ_Adrenal_Gland	Adrenal_Gland	GTEX-11DXZ
GTEX-11DXZ_Heart	Heart	GTEX-11DXZ
GTEX-11DXZ_Blood_Vessel	Blood_Vessel	GTEX-11DXZ
GTEX-11DXZ_Lung	Lung	GTEX-11DXZ
GTEX-11DXZ_Thyroid	Thyroid	GTEX-11DXZ
GTEX-11DXZ_Esophagus	Esophagus	GTEX-11DXZ
GTEX-11DXZ_Small_Intestine	Small_Intestine	GTEX-11DXZ
GTEX-11DXZ_Adipose_Tissue	Adipose_Tissue	GTEX-11DXZ
GTEX-11DXZ_Colon	Colon	GTEX-11DXZ
GTEX-11DXZ_Prostate	Prostate	GTEX-11DXZ
GTEX-11DXZ_Breast	Breast	GTEX-11DXZ
GTEX-11DXZ_Skin	Skin	GTEX-11DXZ
GTEX-11DXZ_Testis	Testis	GTEX-11DXZ
GTEX-11DXZ_Muscle	Muscle	GTEX-11DXZ
GTEX-11DXZ_Nerve	Nerve	GTEX-11DXZ
GTEX-11DYG_Blood	Blood	GTEX-11DYG
GTEX-11DYG_Skin	Skin	GTEX-11DYG
GTEX-11DYG_Brain	Brain	GTEX-11DYG
GTEX-11DYG_Nerve	Nerve	GTEX-11DYG
GTEX-11DYG_Thyroid	Thyroid	GTEX-11DYG
GTEX-11DYG_Blood_Vessel	Blood_Vessel	GTEX-11DYG
GTEX-11DYG_Heart	Heart	GTEX-11DYG
GTEX-11DYG_Esophagus	Esophagus	GTEX-11DYG
GTEX-11DYG_Adipose_Tissue	Adipose_Tissue	GTEX-11DYG
GTEX-11DYG_Prostate	Prostate	GTEX-11DYG
GTEX-11DYG_Pituitary	Pituitary	GTEX-11DYG
GTEX-11DZ1_Skin	Skin	GTEX-11DZ1
GTEX-11DZ1_Brain	Brain	GTEX-11DZ1
GTEX-11DZ1_Adipose_Tissue	Adipose_Tissue	GTEX-11DZ1
GTEX-11DZ1_Breast	Breast	GTEX-11DZ1
GTEX-11DZ1_Lung	Lung	GTEX-11DZ1
GTEX-11DZ1_Muscle	Muscle	GTEX-11DZ1
GTEX-11DZ1_Esophagus	Esophagus	GTEX-11DZ1
GTEX-11DZ1_Thyroid	Thyroid	GTEX-11DZ1
GTEX-11EI6_Blood	Blood	GTEX-11EI6
GTEX-11EI6_Skin	Skin	GTEX-11EI6
GTEX-11EI6_Brain	Brain	GTEX-11EI6
GTEX-11EI6_Adipose_Tissue	Adipose_Tissue	GTEX-11EI6
GTEX-11EI6_Muscle	Muscle	GTEX-11EI6
GTEX-11EI6_Nerve	Nerve	GTEX-11EI6
GTEX-11EI6_Blood_Vessel	Blood_Vessel	GTEX-11EI6
GTEX-11EI6_Breast	Breast	GTEX-11EI6
GTEX-11EI6_Thyroid	Thyroid	GTEX-11EI6
GTEX-11EI6_Lung	Lung	GTEX-11EI6
GTEX-11EI6_Esophagus	Esophagus	GTEX-11EI6
GTEX-11EI6_Testis	Testis	GTEX-11EI6
GTEX-11EI6_Stomach	Stomach	GTEX-11EI6
GTEX-11EI6_Colon	Colon	GTEX-11EI6
GTEX-11EI6_Pituitary	Pituitary	GTEX-11EI6
GTEX-11EM3_Blood	Blood	GTEX-11EM3
GTEX-11EM3_Thyroid	Thyroid	GTEX-11EM3
GTEX-11EM3_Blood_Vessel	Blood_Vessel	GTEX-11EM3
GTEX-11EM3_Adrenal_Gland	Adrenal_Gland	GTEX-11EM3
GTEX-11EM3_Heart	Heart	GTEX-11EM3
GTEX-11EM3_Esophagus	Esophagus	GTEX-11EM3
GTEX-11EM3_Stomach	Stomach	GTEX-11EM3
GTEX-11EM3_Adipose_Tissue	Adipose_Tissue	GTEX-11EM3
GTEX-11EM3_Skin	Skin	GTEX-11EM3
GTEX-11EM3_Breast	Breast	GTEX-11EM3
GTEX-11EM3_Colon	Colon	GTEX-11EM3
GTEX-11EM3_Ovary	Ovary	GTEX-11EM3
GTEX-11EM3_Vagina	Vagina	GTEX-11EM3
GTEX-11EM3_Uterus	Uterus	GTEX-11EM3
GTEX-11EM3_Muscle	Muscle	GTEX-11EM3
GTEX-11EMC_Blood	Blood	GTEX-11EMC
GTEX-11EMC_Skin	Skin	GTEX-11EMC
GTEX-11EMC_Brain	Brain	GTEX-11EMC
GTEX-11EMC_Lung	Lung	GTEX-11EMC
GTEX-11EMC_Thyroid	Thyroid	GTEX-11EMC
GTEX-11EMC_Adrenal_Gland	Adrenal_Gland	GTEX-11EMC
GTEX-11EMC_Heart	Heart	GTEX-11EMC
GTEX-11EMC_Blood_Vessel	Blood_Vessel	GTEX-11EMC
GTEX-11EMC_Colon	Colon	GTEX-11EMC
GTEX-11EMC_Ovary	Ovary	GTEX-11EMC
GTEX-11EMC_Uterus	Uterus	GTEX-11EMC
GTEX-11EMC_Vagina	Vagina	GTEX-11EMC
GTEX-11EMC_Breast	Breast	GTEX-11EMC
GTEX-11EMC_Esophagus	Esophagus	GTEX-11EMC
GTEX-11EMC_Salivary_Gland	Salivary_Gland	GTEX-11EMC
GTEX-11EMC_Muscle	Muscle	GTEX-11EMC
GTEX-11EMC_Adipose_Tissue	Adipose_Tissue	GTEX-11EMC
GTEX-11EMC_Pituitary	Pituitary	GTEX-11EMC
GTEX-11EQ8_Blood	Blood	GTEX-11EQ8
GTEX-11EQ8_Skin	Skin	GTEX-11EQ8
GTEX-11EQ8_Adipose_Tissue	Adipose_Tissue	GTEX-11EQ8
GTEX-11EQ8_Blood_Vessel	Blood_Vessel	GTEX-11EQ8
GTEX-11EQ8_Muscle	Muscle	GTEX-11EQ8
GTEX-11EQ8_Thyroid	Thyroid	GTEX-11EQ8
GTEX-11EQ8_Heart	Heart	GTEX-11EQ8
GTEX-11EQ8_Testis	Testis	GTEX-11EQ8
GTEX-11EQ8_Colon	Colon	GTEX-11EQ8
GTEX-11EQ9_Blood	Blood	GTEX-11EQ9
GTEX-11EQ9_Skin	Skin	GTEX-11EQ9
GTEX-11EQ9_Adrenal_Gland	Adrenal_Gland	GTEX-11EQ9
GTEX-11EQ9_Lung	Lung	GTEX-11EQ9
GTEX-11EQ9_Spleen	Spleen	GTEX-11EQ9
GTEX-11EQ9_Liver	Liver	GTEX-11EQ9
GTEX-11EQ9_Thyroid	Thyroid	GTEX-11EQ9
GTEX-11EQ9_Esophagus	Esophagus	GTEX-11EQ9
GTEX-11EQ9_Pancreas	Pancreas	GTEX-11EQ9
GTEX-11EQ9_Adipose_Tissue	Adipose_Tissue	GTEX-11EQ9
GTEX-11EQ9_Stomach	Stomach	GTEX-11EQ9
GTEX-11EQ9_Small_Intestine	Small_Intestine	GTEX-11EQ9
GTEX-11EQ9_Colon	Colon	GTEX-11EQ9
GTEX-11EQ9_Prostate	Prostate	GTEX-11EQ9
GTEX-11EQ9_Breast	Breast	GTEX-11EQ9
GTEX-11EQ9_Testis	Testis	GTEX-11EQ9
GTEX-11EQ9_Salivary_Gland	Salivary_Gland	GTEX-11EQ9
GTEX-11EQ9_Muscle	Muscle	GTEX-11EQ9
GTEX-11EQ9_Blood_Vessel	Blood_Vessel	GTEX-11EQ9
GTEX-11EQ9_Nerve	Nerve	GTEX-11EQ9
GTEX-11GS4_Blood	Blood	GTEX-11GS4
GTEX-11GS4_Skin	Skin	GTEX-11GS4
GTEX-11GS4_Brain	Brain	GTEX-11GS4
GTEX-11GS4_Blood_Vessel	Blood_Vessel	GTEX-11GS4
GTEX-11GS4_Heart	Heart	GTEX-11GS4
GTEX-11GS4_Thyroid	Thyroid	GTEX-11GS4
GTEX-11GS4_Adipose_Tissue	Adipose_Tissue	GTEX-11GS4
GTEX-11GS4_Esophagus	Esophagus	GTEX-11GS4
GTEX-11GS4_Colon	Colon	GTEX-11GS4
GTEX-11GS4_Testis	Testis	GTEX-11GS4
GTEX-11GS4_Breast	Breast	GTEX-11GS4
GTEX-11GS4_Muscle	Muscle	GTEX-11GS4
GTEX-11GS4_Nerve	Nerve	GTEX-11GS4
GTEX-11GS4_Pituitary	Pituitary	GTEX-11GS4
GTEX-11GSO_Blood	Blood	GTEX-11GSO
GTEX-11GSO_Brain	Brain	GTEX-11GSO
GTEX-11GSO_Adipose_Tissue	Adipose_Tissue	GTEX-11GSO
GTEX-11GSO_Thyroid	Thyroid	GTEX-11GSO
GTEX-11GSO_Breast	Breast	GTEX-11GSO
GTEX-11GSO_Skin	Skin	GTEX-11GSO
GTEX-11GSO_Muscle	Muscle	GTEX-11GSO
GTEX-11GSO_Nerve	Nerve	GTEX-11GSO
GTEX-11GSO_Pituitary	Pituitary	GTEX-11GSO
GTEX-11GSP_Blood	Blood	GTEX-11GSP
GTEX-11GSP_Skin	Skin	GTEX-11GSP
GTEX-11GSP_Brain	Brain	GTEX-11GSP
GTEX-11GSP_Thyroid	Thyroid	GTEX-11GSP
GTEX-11GSP_Ovary	Ovary	GTEX-11GSP
GTEX-11GSP_Adrenal_Gland	Adrenal_Gland	GTEX-11GSP
GTEX-11GSP_Pancreas	Pancreas	GTEX-11GSP
GTEX-11GSP_Liver	Liver	GTEX-11GSP
GTEX-11GSP_Lung	Lung	GTEX-11GSP
GTEX-11GSP_Breast	Breast	GTEX-11GSP
GTEX-11GSP_Adipose_Tissue	Adipose_Tissue	GTEX-11GSP
GTEX-11GSP_Blood_Vessel	Blood_Vessel	GTEX-11GSP
GTEX-11GSP_Heart	Heart	GTEX-11GSP
GTEX-11GSP_Colon	Colon	GTEX-11GSP
GTEX-11GSP_Esophagus	Esophagus	GTEX-11GSP
GTEX-11GSP_Stomach	Stomach	GTEX-11GSP
GTEX-11GSP_Vagina	Vagina	GTEX-11GSP
GTEX-11GSP_Uterus	Uterus	GTEX-11GSP
GTEX-11GSP_Muscle	Muscle	GTEX-11GSP
GTEX-11GSP_Nerve	Nerve	GTEX-11GSP
GTEX-11GSP_Pituitary	Pituitary	GTEX-11GSP
GTEX-11H98_Skin	Skin	GTEX-11H98
GTEX-11H98_Brain	Brain	GTEX-11H98
GTEX-11H98_Adipose_Tissue	Adipose_Tissue	GTEX-11H98
GTEX-11H98_Muscle	Muscle	GTEX-11H98
GTEX-11H98_Nerve	Nerve	GTEX-11H98
GTEX-11I78_Blood	Blood	GTEX-11I78
GTEX-11I78_Skin	Skin	GTEX-11I78
GTEX-11I78_Lung	Lung	GTEX-11I78
GTEX-11I78_Adipose_Tissue	Adipose_Tissue	GTEX-11I78
GTEX-11I78_Thyroid	Thyroid	GTEX-11I78
GTEX-11I78_Pancreas	Pancreas	GTEX-11I78
GTEX-11I78_Blood_Vessel	Blood_Vessel	GTEX-11I78
GTEX-11I78_Heart	Heart	GTEX-11I78
GTEX-11I78_Small_Intestine	Small_Intestine	GTEX-11I78
GTEX-11I78_Colon	Colon	GTEX-11I78
GTEX-11I78_Esophagus	Esophagus	GTEX-11I78
GTEX-11I78_Stomach	Stomach	GTEX-11I78
GTEX-11I78_Adrenal_Gland	Adrenal_Gland	GTEX-11I78
GTEX-11I78_Ovary	Ovary	GTEX-11I78
GTEX-11I78_Vagina	Vagina	GTEX-11I78
GTEX-11I78_Uterus	Uterus	GTEX-11I78
GTEX-11I78_Breast	Breast	GTEX-11I78
GTEX-11I78_Muscle	Muscle	GTEX-11I78
GTEX-11LCK_Blood	Blood	GTEX-11LCK
GTEX-11LCK_Skin	Skin	GTEX-11LCK
GTEX-11LCK_Spleen	Spleen	GTEX-11LCK
GTEX-11LCK_Pancreas	Pancreas	GTEX-11LCK
GTEX-11LCK_Adipose_Tissue	Adipose_Tissue	GTEX-11LCK
GTEX-11LCK_Lung	Lung	GTEX-11LCK
GTEX-11LCK_Thyroid	Thyroid	GTEX-11LCK
GTEX-11LCK_Blood_Vessel	Blood_Vessel	GTEX-11LCK
GTEX-11LCK_Heart	Heart	GTEX-11LCK
GTEX-11LCK_Muscle	Muscle	GTEX-11LCK
GTEX-11LCK_Nerve	Nerve	GTEX-11LCK
GTEX-11LCK_Esophagus	Esophagus	GTEX-11LCK
GTEX-11LCK_Small_Intestine	Small_Intestine	GTEX-11LCK
GTEX-11LCK_Colon	Colon	GTEX-11LCK
GTEX-11LCK_Testis	Testis	GTEX-11LCK
GTEX-11LCK_Breast	Breast	GTEX-11LCK
GTEX-11NSD_Skin	Skin	GTEX-11NSD
GTEX-11NSD_Thyroid	Thyroid	GTEX-11NSD
GTEX-11NSD_Adrenal_Gland	Adrenal_Gland	GTEX-11NSD
GTEX-11NSD_Lung	Lung	GTEX-11NSD
GTEX-11NSD_Spleen	Spleen	GTEX-11NSD
GTEX-11NSD_Pancreas	Pancreas	GTEX-11NSD
GTEX-11NSD_Prostate	Prostate	GTEX-11NSD
GTEX-11NSD_Breast	Breast	GTEX-11NSD
GTEX-11NSD_Testis	Testis	GTEX-11NSD
GTEX-11NSD_Esophagus	Esophagus	GTEX-11NSD
GTEX-11NSD_Stomach	Stomach	GTEX-11NSD
GTEX-11NSD_Colon	Colon	GTEX-11NSD
GTEX-11NSD_Small_Intestine	Small_Intestine	GTEX-11NSD
GTEX-11NSD_Nerve	Nerve	GTEX-11NSD
GTEX-11NSD_Muscle	Muscle	GTEX-11NSD
GTEX-11NUK_Blood	Blood	GTEX-11NUK
GTEX-11NUK_Skin	Skin	GTEX-11NUK
GTEX-11NUK_Brain	Brain	GTEX-11NUK
GTEX-11NUK_Muscle	Muscle	GTEX-11NUK
GTEX-11NUK_Adipose_Tissue	Adipose_Tissue	GTEX-11NUK
GTEX-11NUK_Nerve	Nerve	GTEX-11NUK
GTEX-11NUK_Blood_Vessel	Blood_Vessel	GTEX-11NUK
GTEX-11NUK_Lung	Lung	GTEX-11NUK
GTEX-11NUK_Heart	Heart	GTEX-11NUK
GTEX-11NUK_Thyroid	Thyroid	GTEX-11NUK
GTEX-11NUK_Liver	Liver	GTEX-11NUK
GTEX-11NUK_Esophagus	Esophagus	GTEX-11NUK
GTEX-11NUK_Stomach	Stomach	GTEX-11NUK
GTEX-11NUK_Testis	Testis	GTEX-11NUK
GTEX-11NUK_Pituitary	Pituitary	GTEX-11NUK
GTEX-11NV4_Blood	Blood	GTEX-11NV4
GTEX-11NV4_Skin	Skin	GTEX-11NV4
GTEX-11NV4_Brain	Brain	GTEX-11NV4
GTEX-11NV4_Muscle	Muscle	GTEX-11NV4
GTEX-11NV4_Blood_Vessel	Blood_Vessel	GTEX-11NV4
GTEX-11NV4_Thyroid	Thyroid	GTEX-11NV4
GTEX-11NV4_Heart	Heart	GTEX-11NV4
GTEX-11NV4_Lung	Lung	GTEX-11NV4
GTEX-11NV4_Liver	Liver	GTEX-11NV4
GTEX-11NV4_Adipose_Tissue	Adipose_Tissue	GTEX-11NV4
GTEX-11NV4_Testis	Testis	GTEX-11NV4
GTEX-11NV4_Salivary_Gland	Salivary_Gland	GTEX-11NV4
GTEX-11NV4_Breast	Breast	GTEX-11NV4
GTEX-11NV4_Pituitary	Pituitary	GTEX-11NV4
GTEX-11O72_Blood	Blood	GTEX-11O72
GTEX-11O72_Skin	Skin	GTEX-11O72
GTEX-11O72_Brain	Brain	GTEX-11O72
GTEX-11O72_Adipose_Tissue	Adipose_Tissue	GTEX-11O72
GTEX-11O72_Muscle	Muscle	GTEX-11O72
GTEX-11O72_Blood_Vessel	Blood_Vessel	GTEX-11O72
GTEX-11O72_Nerve	Nerve	GTEX-11O72
